","Name","Team","Yds","Y.G","TD","RUSHING","Rush","Yds.1","Y.G.1","Avg","TD.1","Year","Position","Rec","Avg.1","Lng","PASSING","QBRAT","Att","Comp","Pct","Y.A","Int","SACKED","Sack","YdsL","RECEIVING","Receiving"
8451","Ryan O'Bryant","TAMU",-1,-1,0,NA,1,0,0,"-1",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8452","Ryan Odell","TX St",118,118,2,NA,30,0,0,"3.9",0,2005,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8453","Ryan Powdrell","USC",9,4.5,0,NA,3,72,36,"3",1,2006,"RB",4,"18","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8454","Ryan Reynolds","FL St",7,3.5,1,NA,4,0,0,"1.8",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8455","Ryan Shaw","Ore",169,33.8,0,NA,42,7,1.4,"4",1,2003,"RB",2,"3.5","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8456","Ryan Shaw","Ore",74,12.3,0,NA,15,8,1.3,"4.9",0,2004,"RB",2,"4","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8457","Ryan Southworth","AFA",40,13.3,0,NA,7,0,0,"5.7",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8458","Ryan Southworth","AFA",48,12,1,NA,13,0,0,"3.7",0,2010,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8459","Ryan Southworth","AFA",25,5,0,NA,9,0,0,"2.8",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8460","Ryan Torain","AZ St",553,92.2,5,NA,110,100,16.7,"5",2,2007,"RB",7,"14.3","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8461","Ryan Torain","AZ St",1229,94.5,7,NA,223,205,15.8,"5.5",3,2006,"RB",18,"11.4","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8462","Ryan Williams-Jenkins","Navy",42,21,1,NA,3,22,11,"14",0,2012,"RB",1,"22","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8463","SaDale Foster","TX Tch",451,34.7,3,NA,91,88,6.8,"5",0,2012,"RB",18,"4.9","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8464","Salin Simpson","MTSU",4,4,0,NA,4,0,0,"1",0,2007,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8465","Sam Brownlee","Iowa",26,13,0,NA,3,0,0,"8.7",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8466","Sam Brownlee","Iowa",30,15,0,NA,6,0,0,"5",0,2006,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8467","Sam Brownlee","Iowa",42,21,2,NA,9,0,0,"4.7",0,2005,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8468","Sam Brownlee","Iowa",227,25.2,0,NA,94,35,3.9,"2.4",0,2004,"RB",4,"8.8","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8469","Sam Dorvil","Conn",15,7.5,0,NA,5,0,0,"3",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8470","Sam Dorvil","Conn",19,9.5,0,NA,2,9,4.5,"9.5",0,2004,"RB",1,"9","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8471","Sammy Maldonado","Md",305,43.6,3,NA,51,16,2.3,"6",0,2003,"RB",1,"16","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8472","Sammy Maldonado","Md",560,50.9,5,NA,138,52,4.7,"4.1",0,2004,"RB",6,"8.7","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8473","Samson Jagoras","Colo",-2,-0.7,0,NA,1,12,4,"-2",0,2007,"RB",2,"6","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8474","Samson Taylor","TAMU",7,3.5,0,NA,3,0,0,"2.3",0,2006,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8475","Samson Taylor","TAMU",82,41,0,NA,18,25,12.5,"4.6",0,2005,"RB",1,"25","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8476","Santuan McGee","S Ala",67,16.8,0,NA,21,7,1.8,"3.2",0,2011,"RB",1,"7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8477","Santuan McGee","S Ala",96,24,1,NA,16,9,2.3,"6",0,2010,"RB",1,"9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8478","Sausan Shakerin","Utah",105,35,2,NA,12,6,2,"8.8",0,2010,"RB",1,"6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8479","Sausan Shakerin","Utah",198,24.8,1,NA,36,42,5.3,"5.5",1,2009,"RB",4,"10.5","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8480","Savier Stephens","AFA",236,33.7,2,NA,67,0,0,"3.5",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8481","Savier Stephens","AFA",148,18.5,2,NA,36,0,0,"4.1",0,2007,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8482","Savier Stephens","AFA",417,34.8,3,NA,84,0,0,"5",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8483","Savon Huggins","Rutg",146,16.2,5,NA,56,11,1.2,"2.6",0,2011,"RB",1,"11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8484","Savon Huggins","Rutg",410,41,2,NA,119,21,2.1,"3.4",0,2012,"RB",7,"3","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8485","Saylor Lavallii","CMU",263,20.2,2,NA,57,68,5.2,"4.6",0,2012,"RB",6,"11.3","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8486","Scooter McDougle","Tole",49,16.3,0,NA,8,0,0,"6.1",0,2006,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8487","Scooter McDougle","Tole",620,51.7,7,NA,146,260,21.7,"4.2",1,2004,"RB",28,"9.3","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8488","Scott Ballew","Tex",14,7,0,NA,4,0,0,"3.5",0,2005,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8489","Scott Ballew","Wash",28,14,0,NA,8,0,0,"3.5",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8490","Scott Blair","Ball",163,18.1,1,NA,49,0,0,"3.3",0,2004,"RB",1,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8491","Scott Blair","Ball",604,50.3,5,NA,137,125,10.4,"4.4",0,2003,"RB",19,"6.6","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8492","Scott Concannon","N.W.",21,10.5,0,NA,5,0,0,"4.2",0,2010,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8493","Scott Concannon","N.W.",241,26.8,2,NA,68,43,4.8,"3.5",0,2009,"RB",4,"10.8","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8494","Scott Day","AFA",11,5.5,0,NA,3,0,0,"3.7",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8495","Scott Johnson","Cinc",35,35,1,NA,2,0,0,"17.5",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8496","Scott Johnson","Cinc",79,26.3,1,NA,11,1,0.3,"7.2",0,2008,"RB",1,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8497","Scott Wesley","Army",0,0,0,NA,0,7,7,"N/A",0,2004,"RB",1,"7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8498","Scott Wesley","Army",528,48,10,NA,104,46,4.2,"5.1",1,2005,"RB",5,"9.2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8499","Sean Dawkins","Troy",7,7,0,NA,1,0,0,"7",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8500","Sean Dawkins","Troy",100,10,3,NA,24,102,10.2,"4.2",0,2007,"RB",18,"5.7","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8501","Sean Dawkins","Troy",285,25.9,0,NA,76,9,0.8,"3.8",0,2005,"RB",5,"1.8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8502","Sean Dawkins","Troy",115,9.6,1,NA,25,89,7.4,"4.6",0,2004,"RB",9,"9.9","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8503","Sean McHugh","PSU",256,21.3,3,NA,54,185,15.4,"4.7",1,2003,"RB",27,"6.9","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8504","Sekai Greer","Akrn",90,45,0,NA,16,0,0,"5.6",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8505","Selvin Young","Tex",102,102,2,NA,12,32,32,"8.5",0,2004,"RB",3,"10.7","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8506","Selvin Young","Tex",151,15.1,3,NA,35,29,2.9,"4.3",0,2003,"RB",6,"4.8","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8507","Selvin Young","Tex",461,41.9,8,NA,96,21,1.9,"4.8",0,2005,"RB",5,"4.2","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8508","Selvin Young","Tex",591,49.3,7,NA,137,132,11,"4.3",1,2006,"RB",23,"5.7","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8509","Senorise Perry","Lou",27,3.9,1,NA,12,0,0,"2.3",0,2011,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8510","Senorise Perry","Lou",705,70.5,11,NA,136,181,18.1,"5.2",0,2012,"RB",18,"10.1","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8511","Seth Gulsby","Army",108,27,0,NA,33,18,4.5,"3.3",0,2005,"RB",2,"9","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8512","Seth Gulsby","Army",119,11.9,0,NA,42,104,10.4,"2.8",0,2003,"RB",21,"5","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8513","Seth Gulsby","Army",120,12,0,NA,31,13,1.3,"3.9",0,2004,"RB",2,"6.5","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8514","Seth Michaelson","USM",3,0.8,0,NA,4,25,6.3,"0.8",0,2007,"RB",2,"12.5","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8515","Seth Quivey","WMU",0,0,0,NA,0,12,12,"N/A",0,2005,"RB",1,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8516","Seth Smith","NM St",359,32.6,3,NA,101,29,2.6,"3.6",0,2010,"RB",5,"5.8","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8517","Seth Smith","NM St",1016,78.2,1,NA,246,48,3.7,"4.1",0,2009,"RB",11,"4.4","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8518","Seymore Shaw","OK St",363,40.3,2,NA,58,0,0,"6.3",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8519","Seymore Shaw","OK St",377,31.4,2,NA,81,0,0,"4.7",0,2004,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8520","Shadrach Thornton","NC St",694,69.4,3,NA,154,274,27.4,"4.5",1,2012,"RB",30,"9.1","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8521","Shaine Thompson","PSU",14,7,0,NA,3,0,0,"4.7",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8522","Shane Coleman","FIU",34,11.3,0,NA,8,0,0,"4.3",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8523","Shane Smith","UCF",0,0,0,NA,0,26,13,"N/A",1,2006,"RB",3,"8.7","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8524","Shane Turner","Rice",2,2,0,NA,2,0,0,"1",0,2010,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8525","Shane Turner","Rice",10,5,0,NA,6,0,0,"1.7",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8526","Shane Turner","Rice",24,8,0,NA,10,0,0,"2.4",0,2009,"RB",2,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8527","Shane Vereen","Cal",1109,92.4,13,NA,231,213,17.8,"4.8",3,2010,"RB",22,"9.7","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8528","Shane Vereen","Cal",715,55,4,NA,142,221,17,"5",1,2008,"RB",27,"8.2","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8529","Shane Vereen","Cal",952,73.2,12,NA,183,244,18.8,"5.2",2,2009,"RB",25,"9.8","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8530","Shannon Dorsey","Fres",33,33,0,NA,9,16,16,"3.7",0,2005,"RB",1,"16","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8531","Shannon Dorsey","Fres",0,0,0,NA,0,35,17.5,"N/A",0,2006,"RB",3,"11.7","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8532","Shannon Dorsey","Fres",4,2,0,NA,6,5,2.5,"0.7",0,2004,"RB",1,"5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8533","Shannon Woods","TX Tch",168,24,3,NA,24,85,12.1,"7",1,2005,"RB",9,"9.4","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8534","Shannon Woods","TX Tch",439,54.9,8,NA,84,138,17.3,"5.2",2,2007,"RB",34,"4.1","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8535","Shannon Woods","TX Tch",716,55.1,12,NA,141,397,30.5,"5.1",2,2008,"RB",36,"11","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8536","Shannon Woods","TX Tch",926,71.2,10,NA,152,572,44,"6.1",2,2006,"RB",75,"7.6","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8537","Shaquille Powell","Duke",93,13.3,0,NA,28,4,0.6,"3.3",0,2012,"RB",1,"4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8538","Shariff Harris","Pitt",-5,-2.5,0,NA,4,0,0,"-1.3",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8539","Shariff Harris","Pitt",21,7,0,NA,12,0,0,"1.8",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8540","Shaud Williams","Ala",1367,105.2,14,NA,280,161,12.4,"4.9",1,2003,"RB",24,"6.7","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8541","Shaun DeWitty","AZ St",24,12,0,NA,6,0,0,"4",0,2005,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8542","Shaun DeWitty","AZ St",66,16.5,0,NA,15,15,3.8,"4.4",0,2009,"RB",1,"15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8543","Shaun DeWitty","AZ St",95,11.9,0,NA,23,107,13.4,"4.1",2,2006,"RB",9,"11.9","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8544","Shaun DeWitty","AZ St",270,27,0,NA,62,77,7.7,"4.4",0,2008,"RB",9,"8.6","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8545","Shaun Draughn","NC",567,63,1,NA,124,125,13.9,"4.6",0,2009,"RB",21,"6","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8546","Shaun Draughn","NC",614,51.2,6,NA,129,62,5.2,"4.8",0,2010,"RB",13,"4.8","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8547","Shaun Draughn","NC",866,66.6,3,NA,198,81,6.2,"4.4",1,2008,"RB",16,"5.1","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8548","Shaun Wick","Wyo",350,31.8,4,NA,92,95,8.6,"3.8",0,2012,"RB",13,"7.3","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8549","Shawn Cannon","S Fla",7,3.5,0,NA,3,0,0,"2.3",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8550","Shawn Cannon","S Fla",19,9.5,0,NA,5,0,0,"3.8",0,2007,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8551","Shawn Scott","Mizz",22,7.3,0,NA,4,0,0,"5.5",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8552","Shawn Southward","Troy",556,46.3,4,NA,123,249,20.8,"4.5",0,2011,"RB",27,"9.2","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8553","Shawn Southward","Troy",1012,84.3,10,NA,194,362,30.2,"5.2",0,2012,"RB",43,"8.4","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8554","Shawn Southward","Troy",602,46.3,12,NA,110,123,9.5,"5.5",0,2009,"RB",13,"9.5","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8555","Shawn Southward","Troy",603,46.4,7,NA,115,190,14.6,"5.2",2,2010,"RB",19,"10","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8556","Shawn Willis","OK St",89,12.7,0,NA,17,0,0,"5.2",0,2005,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8557","Shawn Willis","OK St",149,13.5,5,NA,31,64,5.8,"4.8",0,2003,"RB",9,"7.1","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8558","Shawn Willis","OK St",175,14.6,4,NA,39,39,3.3,"4.5",0,2004,"RB",4,"9.8","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8559","Shawnbrey McNeal","Mia F",90,22.5,1,NA,20,0,0,"4.5",0,2007,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8560","Shawnbrey McNeal","Mia F",62,12.4,2,NA,13,0,0,"4.8",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8561","Shawnbrey McNeal","SMU",1188,91.4,12,NA,236,283,21.8,"5",2,2009,"RB",31,"9.1","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8562","Shawne Alston","W Va",18,18,0,NA,6,0,0,"3",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8563","Shawne Alston","W Va",386,55.1,7,NA,75,0,0,"5.1",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8564","Shawne Alston","W Va",240,30,0,NA,56,12,1.5,"4.3",0,2010,"RB",4,"3","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8565","Shawne Alston","W Va",416,37.8,12,NA,97,6,0.5,"4.3",0,2011,"RB",2,"3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8566","Shelton Sampson","Wash",20,10,0,NA,4,14,7,"5",0,2005,"RB",2,"7","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8567","Shelton Sampson","Wash",189,18.9,2,NA,51,103,10.3,"3.7",0,2004,"RB",5,"20.6","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8568","Shelton Sampson","Wash",274,27.4,8,NA,60,18,1.8,"4.6",0,2003,"RB",3,"6","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8569","Shermar Bracey","AR St",699,69.9,5,NA,107,124,12.4,"6.5",1,2005,"RB",12,"10.3","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8570","Shermar Bracey","AR St",230,20.9,2,NA,52,0,0,"4.4",0,2004,"RB",2,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8571","Shermar Bracey","AR St",530,44.2,8,NA,112,16,1.3,"4.7",0,2003,"RB",4,"4","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8572","Sherron Moore","USM",239,34.1,0,NA,53,19,2.7,"4.5",0,2003,"RB",4,"4.8","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8573","Sherron Moore","USM",421,35.1,4,NA,103,13,1.1,"4.1",0,2004,"RB",4,"3.3","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8574","Shon Carson","S Car",9,4.5,0,NA,3,0,0,"3",0,2011,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8575","Shonn Greene","Iowa",173,43.3,1,NA,37,0,0,"4.7",0,2005,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8576","Shonn Greene","Iowa",205,41,1,NA,32,23,4.6,"6.4",0,2006,"RB",3,"7.7","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8577","Shonn Greene","Iowa",1850,142.3,20,NA,307,49,3.8,"6",0,2008,"RB",8,"6.1","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8578","Shontrelle Johnson","IA St",247,61.8,0,NA,51,40,10,"4.8",0,2011,"RB",5,"8","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8579","Shontrelle Johnson","IA St",208,23.1,2,NA,35,14,1.6,"5.9",0,2010,"RB",5,"2.8","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8580","Shontrelle Johnson","IA St",504,42,2,NA,115,117,9.8,"4.4",1,2012,"RB",14,"8.4","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8581","Shun White","Navy",21,10.5,0,NA,3,29,14.5,"7",0,2005,"RB",1,"29","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8582","Shun White","Navy",578,48.2,5,NA,48,24,2,"12",0,2006,"RB",2,"12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8583","Shun White","Navy",620,51.7,7,NA,78,118,9.8,"7.9",1,2007,"RB",8,"14.8","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8584","Shun White","Navy",1092,84,8,NA,132,92,7.1,"8.3",1,2008,"RB",4,"23","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8585","Shyrone Carey","LSU",112,22.4,1,NA,28,9,1.8,"4",0,2004,"RB",1,"9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8586","Shyrone Carey","LSU",338,42.3,6,NA,78,10,1.3,"4.3",0,2003,"RB",1,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8587","Shyrone Carey","LSU",234,23.4,2,NA,59,36,3.6,"4",0,2005,"RB",4,"9","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8588","Silas Redd","PSU",413,34.4,2,NA,77,29,2.4,"5.4",0,2010,"RB",4,"7.3","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8589","Silas Redd","PSU",1241,95.5,7,NA,244,43,3.3,"5.1",0,2011,"RB",9,"4.8","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8590","Silas Redd","USC",905,75.4,9,NA,167,115,9.6,"5.4",1,2012,"RB",9,"12.8","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8591","Sione Havili","TX Tch",10,10,0,NA,4,0,0,"2.5",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8592","Sirgregory Thornton","AR St",76,25.3,1,NA,9,0,0,"8.4",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8593","Sirgregory Thornton","AR St",120,24,0,NA,19,0,0,"6.3",0,2011,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8594","Sirgregory Thornton","AR St",246,24.6,1,NA,38,90,9,"6.5",1,2010,"RB",13,"6.9","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8595","Skyler Thornton","Fla",80,26.7,1,NA,8,0,0,"10",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8596","Skyler Thornton","Fla",96,19.2,0,NA,20,8,1.6,"4.8",0,2005,"RB",1,"8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8597","Skyler Thornton","Fla",230,32.9,1,NA,55,48,6.9,"4.2",0,2004,"RB",5,"9.6","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8598","Spencer Dye","Kent",0,0,0,NA,0,4,4,"N/A",0,2005,"RB",1,"4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8599","Spencer Lewis","CMU",6,6,0,NA,7,8,8,"0.9",0,2005,"RB",1,"8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8600","Spencer Lewis","CMU",16,2.3,0,NA,10,73,10.4,"1.6",0,2003,"RB",5,"14.6","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
